R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,uniqueNetworkLocation,country,source,major,,,,,,,,
1,4,4,1,3,3,3,1,4,4,5,1,5,5,5,5,1,1,4,1,1,1,2,3,2,5,3,4,2,4,4,3,1,3,1,3,1,1,2,3,2,2,1,1,1,1,1,1,15,191,191,5,5,6,5,5,3,2,5,3,3,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,4,1,2,1,35,1,1,1,4,1,1,2,1,AU,2,arts,,,,,,,,
4,1,4,5,3,3,4,2,2,4,4,2,4,4,4,3,4,4,2,1,2,3,1,2,4,4,3,2,2,3,4,4,2,2,4,2,4,2,3,3,2,4,5,3,5,5,3,3,5,179,156,1,1,5,3,6,7,5,4,5,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,2,22,1,8,3,1,2,1,2,2,IN,1,Business,,,,,,,,
3,1,3,1,1,4,1,1,2,1,1,3,1,1,1,1,2,3,1,2,1,4,5,3,4,2,2,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,138,143,5,6,7,5,7,2,2,1,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,1,56,1,4,1,4,1,2,3,1,US,2,Criminal,Justice,,,,,,,
3,3,1,1,2,1,2,1,3,3,3,2,4,2,4,1,3,4,4,3,4,3,3,4,4,5,1,3,4,4,4,3,1,2,4,2,3,3,2,3,2,1,2,2,1,3,1,2,54,237,172,6,6,6,5,7,3,6,2,5,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,1,2,28,1,2,1,1,2,1,1,1,FI,0,Social,work,,,,,,,
4,1,1,2,1,1,2,1,4,1,1,2,3,1,3,1,2,2,1,2,4,2,1,2,2,2,1,1,3,4,4,2,4,2,4,1,4,4,3,3,3,3,3,1,2,2,3,4,42,271,431,7,2,7,6,7,6,5,5,5,6,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,2,1,2,2,17,1,10,4,1,2,1,6,1,MY,0,SAINS,,,,,,,,
2,2,1,1,1,1,1,2,3,4,4,1,3,2,3,1,2,3,4,3,4,4,4,4,2,4,2,3,4,4,4,3,2,1,3,4,1,2,3,3,1,1,1,2,1,1,2,2,6,181,192,3,5,4,5,6,5,6,5,4,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,3,2,1,20,1,0,2,4,2,1,5,1,US,0,,,,,,,,,
2,3,3,4,3,4,3,3,5,4,4,3,4,3,4,3,1,1,4,1,3,3,2,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,3,4,1,3,4,2,3,2,151,121,2,6,4,3,5,7,6,5,6,5,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,3,3,1,2,33,1,1,1,4,1,2,2,1,CA,0,Civil,engineering!,,,,,,,
4,2,3,4,1,2,3,2,5,2,3,4,3,1,2,2,4,4,2,5,3,5,4,3,5,5,5,2,4,3,4,3,3,3,2,2,4,4,5,2,1,5,1,1,3,3,2,5,2130,601,331,7,6,5,6,6,3,6,6,2,5,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,2,2,1,1,24,1,6,1,3,2,1,2,1,KY,1,,,,,,,,,
4,1,1,1,1,3,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,4,5,3,1,4,4,1,4,4,4,2,4,2,3,1,2,3,3,2,1,4,4,2,3,7,234,184,6,4,5,6,7,5,4,5,5,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,2,2,23,1,10,0,1,2,1,4,1,MY,0,Finance,,,,,,,,
1,1,1,1,1,1,1,1,5,2,3,5,4,4,4,2,1,1,1,1,1,2,4,1,5,2,5,4,5,4,4,3,1,1,4,1,5,4,2,3,4,2,3,4,4,4,3,2,8,155,167,6,4,7,2,7,1,5,1,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,25,1,7,3,4,2,3,2,1,US,0,Multidisciplinary,Studies,,,,,,,
3,3,3,3,3,3,3,3,5,4,3,4,4,3,3,2,2,1,4,4,3,4,4,2,2,4,4,2,3,3,5,2,2,3,1,3,1,3,4,3,2,2,2,2,1,3,2,1,20,252,162,2,2,6,3,5,6,6,4,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,21,1,6,1,4,2,1,2,1,US,2,Nursing,,,,,,,,
5,3,1,1,0,3,1,3,5,5,4,4,4,5,2,2,1,5,5,4,5,4,2,3,4,5,5,2,5,4,4,4,1,1,1,3,2,1,1,5,1,1,1,1,1,1,1,1,4,144,144,7,6,5,6,7,2,7,6,3,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,3,1,44,1,1,1,4,1,2,2,1,US,2,Industrial,and,Labor,Relations,,,,,
3,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,5,5,1,5,5,5,5,3,4,3,4,4,5,5,5,4,4,4,4,3,5,5,3,2,1,1,1,4,1,1,1,1,13,362,214,6,5,7,6,4,1,7,1,5,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,2,2,30,1,12,1,1,2,2,0,1,HK,0,XX,,,,,,,,
3,3,1,2,2,2,3,2,4,2,4,2,3,2,3,2,3,5,5,3,5,5,2,3,4,2,2,2,3,2,3,2,4,4,3,3,4,4,4,3,3,4,3,3,3,4,2,2,12,101,173,5,7,1,7,7,5,6,7,4,3,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3,3,2,2,20,1,8,1,1,2,1,1,1,IN,0,English,,,,,,,,
2,3,3,5,2,3,3,4,4,4,4,4,4,4,3,5,1,1,1,1,2,1,2,1,1,4,1,1,1,1,1,1,1,1,2,1,3,1,1,1,3,2,3,2,4,2,1,2,13,2537,218,1,4,5,3,6,7,5,5,7,4,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,2,1,1,2,28,1,1,1,4,1,1,2,1,DK,2,Civil,engineering,,,,,,,
2,2,2,4,2,3,3,2,1,3,2,2,2,2,2,2,4,4,4,4,3,5,2,4,3,4,3,3,4,4,3,3,3,2,4,2,4,3,2,4,2,2,2,2,2,3,2,2,53,216,192,6,6,3,5,4,5,6,5,3,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,2,25,1,7,1,1,2,1,1,1,HK,0,,,,,,,,,
1,4,5,2,2,5,1,5,2,1,1,4,2,1,4,1,2,1,1,5,2,5,5,1,4,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,18,233,155,6,5,2,7,6,3,6,7,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,2,23,1,1,1,4,1,1,3,1,HR,0,Business,,,,,,,,
5,4,4,5,1,5,4,4,5,5,4,5,5,5,5,3,2,3,5,5,3,5,5,1,3,3,1,5,5,5,5,3,1,1,5,1,1,1,1,3,1,1,1,1,1,1,1,1,17,166,217,6,3,7,1,6,7,7,1,6,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,1,2,49,2,4,1,4,2,2,3,1,AE,2,architecture,,,,,,,,
1,1,1,1,1,1,1,1,3,3,2,4,3,2,3,1,3,4,4,5,4,4,5,3,5,5,5,4,5,3,3,3,3,3,2,2,4,2,2,3,1,1,1,2,1,1,1,1,17,197,117,7,3,7,2,7,2,4,5,5,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,2,1,19,2,1,2,4,0,1,2,1,US,0,psychology,,,,,,,,
3,1,2,2,2,2,3,2,2,2,0,2,1,2,2,1,2,2,0,2,1,2,1,3,5,4,2,4,5,4,4,2,3,2,2,2,3,3,2,4,3,2,2,4,3,2,2,3,71192,461,423,2,3,4,5,2,6,7,3,7,6,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,19,1,0,1,1,2,1,2,1,HK,0,social,work,,,,,,,
3,3,1,1,1,3,1,1,1,4,3,4,1,4,4,1,3,4,5,3,3,3,5,4,5,4,5,5,5,4,2,4,1,3,1,1,2,3,1,1,1,3,1,1,2,1,1,1,3,174,132,6,3,7,3,4,2,5,2,5,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,3,2,2,1,26,2,7,1,4,2,2,2,2,US,0,psychology,,,,,,,,
1,1,1,4,1,3,1,1,4,5,4,4,3,1,1,1,3,5,5,4,5,4,1,5,4,5,3,2,4,5,3,4,1,4,4,3,3,4,3,5,1,1,1,1,2,1,1,1,155,239,534,5,1,4,5,5,5,5,1,3,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,3,2,2,2,32,3,4,1,3,2,1,2,1,GB,0,media,,,,,,,,
2,3,4,3,3,3,2,4,4,4,4,4,4,4,4,5,4,2,4,4,2,4,4,2,4,3,2,4,2,1,2,3,3,2,3,3,4,1,4,3,1,3,3,2,4,4,2,2,3,288,224,6,2,6,2,7,5,5,3,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,1,1,37,1,12,1,4,2,3,3,1,US,2,Economics,,,,,,,,
1,4,1,1,1,2,1,3,5,5,5,3,3,5,2,3,3,3,3,4,4,5,3,3,4,5,5,5,5,5,5,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,19,158,186,3,5,3,5,7,7,7,6,6,2,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,3,2,1,62,1,12,5,5,2,3,4,1,US,1,dance,,,,,,,,
1,4,3,2,1,1,1,4,4,3,2,3,1,4,1,2,1,1,1,5,1,5,3,1,3,4,3,5,2,2,4,3,1,2,2,1,2,4,2,3,1,2,2,1,1,1,2,3,242,238,162,5,2,6,6,5,7,7,5,7,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,1,1,20,1,4,1,4,1,1,5,1,US,1,social,work,,,,,,,
4,1,1,4,1,5,3,4,1,4,3,5,3,2,1,3,2,4,2,1,2,3,2,1,4,4,4,2,1,3,1,2,5,2,5,3,5,5,3,3,3,4,5,1,4,4,1,1,97,1085,741,4,6,6,2,5,5,6,1,6,4,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,4,3,1,2,27,1,10,1,4,1,1,0,1,IR,0,Industrial,engineering,,,,,,,
1,1,1,2,0,1,1,1,1,3,3,2,2,3,3,1,2,3,2,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,3195,513,10,3,4,5,2,7,6,3,4,6,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,2,2,1,27,1,12,3,4,1,2,3,1,US,0,psychology,,,,,,,,
3,3,3,5,1,1,3,1,5,5,5,5,5,5,3,5,3,3,5,3,5,5,3,3,3,5,5,1,5,3,3,3,1,3,3,1,3,1,3,3,1,3,3,1,1,3,1,1,281,446,276,1,5,7,6,6,7,6,1,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,22,1,12,5,5,2,1,0,1,US,1,Psychology,or,technology,,,,,,
4,2,2,2,4,2,1,1,3,5,4,4,2,4,1,2,5,5,5,5,5,5,4,4,4,4,5,4,4,4,4,4,4,3,4,5,4,5,2,5,4,3,2,4,2,1,2,3,4,1013,5,3,5,3,5,5,3,6,5,3,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,3,3,2,2,19,1,2,2,1,1,1,1,1,HK,0,social,work,,,,,,,
2,2,1,1,1,2,1,3,4,4,5,5,5,4,4,3,1,1,1,2,1,1,1,2,4,2,1,3,1,1,3,1,1,1,3,1,3,1,2,1,1,1,1,1,1,1,1,1,13,114,103,6,4,7,3,6,2,6,2,5,3,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,1,1,18,1,1,1,4,2,1,2,1,US,2,Biochemistry,and,French,,,,,,
4,1,3,4,3,2,4,3,5,3,1,4,2,3,1,2,2,5,2,2,2,3,5,3,3,5,2,3,4,3,3,1,3,3,5,3,4,2,4,4,5,3,5,4,5,4,5,4,3,643,287,4,5,5,3,6,6,7,1,6,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,2,21,1,4,1,4,1,1,2,1,SI,0,,,,,,,,,
4,1,1,1,1,2,1,1,5,5,5,4,5,4,4,2,2,2,1,1,1,1,3,2,3,5,5,1,5,3,3,3,3,2,3,1,4,2,2,2,4,2,1,3,4,1,2,2,3,233,92,3,5,6,6,6,6,7,2,2,4,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,1,21,1,7,1,4,1,1,2,1,GB,2,psychology,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,2,2,1,3,1,3,3,2,3,4,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,188,230,7,3,4,1,7,1,7,1,4,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,18,3,7,1,4,2,1,0,1,GB,0,,,,,,,,,
1,1,1,1,1,1,1,1,5,1,1,1,1,3,1,1,1,5,1,1,1,5,1,1,5,5,5,5,3,5,5,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,3,3,23,267,147,6,1,7,2,5,2,7,1,7,5,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4,1,2,1,39,1,4,1,4,2,1,13,1,US,0,history,,,,,,,,
1,2,3,1,1,4,1,4,4,1,1,4,4,3,4,4,1,1,4,1,1,1,4,3,3,1,1,4,1,1,1,1,1,2,4,4,2,3,4,3,1,1,1,2,2,3,2,1,11,185,472,7,5,7,6,6,6,1,1,2,7,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,4,1,2,1,31,3,1,1,4,1,2,0,1,GB,2,,,,,,,,,
3,1,3,2,2,3,2,2,3,3,3,3,2,2,3,1,1,2,2,1,2,1,1,2,3,3,2,3,2,2,3,3,3,2,3,3,3,2,2,2,3,2,2,3,2,2,2,2,13,234,212,4,2,6,2,4,5,4,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,17,2,10,4,1,2,1,3,1,MY,0,I,dont,know,,,,,,
1,1,1,1,1,1,1,1,2,4,4,1,4,3,2,3,1,1,2,2,2,2,2,2,1,3,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6263,237,241,2,2,7,1,7,4,5,2,7,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,1,34,1,1,1,4,2,1,2,1,US,1,,,,,,,,,
1,1,1,2,1,1,1,1,4,5,3,3,2,3,1,1,4,4,2,4,3,3,1,1,4,4,5,4,5,4,3,5,1,3,1,2,2,1,1,1,1,1,1,2,1,1,1,1,9,106,136,6,5,6,2,5,1,6,6,5,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,61,1,7,1,4,2,2,3,1,GB,2,social,work,,,,,,,
5,1,3,1,1,1,2,1,5,5,5,5,5,5,5,3,2,3,5,3,3,5,1,5,5,5,5,2,5,5,5,5,1,2,3,3,3,2,5,5,1,1,3,3,1,5,5,2,3364,3356,549,7,1,4,5,7,6,7,4,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,2,1,2,2,17,1,10,1,1,2,1,6,1,MY,0,sciences,,,,,,,,
1,1,1,1,1,1,1,1,4,5,5,2,3,5,3,2,1,4,5,3,5,2,1,4,3,3,5,2,5,1,3,2,1,4,4,4,3,3,2,4,1,1,1,3,1,1,1,3,9,271,170,6,6,7,7,6,4,6,5,5,2,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,3,1,2,1,21,1,1,1,4,2,1,3,1,US,0,psychology,,,,,,,,
2,1,1,1,1,1,0,1,4,3,2,1,1,1,1,1,1,1,3,2,4,5,4,1,1,1,1,1,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,22,730,322,7,5,3,5,6,4,5,4,3,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,3,2,1,15,1,4,1,4,2,1,2,2,US,0,,,,,,,,,
1,4,1,1,1,3,2,4,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,4,4,4,5,4,4,4,3,2,4,4,4,4,5,1,3,1,1,4,1,4,4,1,40,172,208,5,5,7,5,6,6,7,2,6,3,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,3,1,2,1,48,1,2,1,4,1,2,2,1,CA,0,Psychology,,,,,,,,
2,4,2,1,2,2,1,3,4,5,5,4,4,5,4,5,3,5,5,5,5,5,5,5,1,4,4,3,2,4,4,2,1,1,2,2,1,1,1,4,3,1,1,1,1,1,1,1,6,209,233,1,5,7,6,7,6,5,5,5,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,27,1,7,1,4,2,2,2,2,US,0,,,,,,,,,
5,1,1,3,1,3,2,1,5,5,5,5,4,5,5,5,1,2,5,3,3,3,2,4,3,4,1,5,3,2,2,4,1,2,1,2,1,2,4,3,1,1,1,2,2,2,2,2,4,225,219,7,2,7,1,5,4,7,1,6,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,2,1,2,1,65,2,3,1,4,2,2,5,1,US,2,,,,,,,,,
4,4,4,4,4,3,4,3,3,4,3,2,3,4,3,2,1,1,2,1,1,3,4,2,1,2,1,3,1,2,1,1,2,2,2,1,2,1,2,3,1,2,2,1,1,2,1,1,9,219,231,3,6,6,4,5,7,3,4,6,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,22,1,12,1,5,2,1,2,1,US,1,criminal,justice,,,,,,,
1,1,1,1,2,1,1,1,1,1,3,2,1,3,1,3,5,1,5,5,5,5,5,2,5,5,5,3,5,5,2,4,1,2,2,5,3,4,1,5,1,1,1,2,1,1,1,1,9,127,320,6,6,1,7,7,4,7,7,2,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,1,2,2,17,1,10,1,5,0,1,3,1,MY,1,english,,,,,,,,
1,1,1,1,1,1,1,1,5,3,1,3,3,2,2,3,2,4,5,1,2,1,4,3,2,5,5,2,4,1,3,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,2,1039,92,6,2,6,6,7,5,6,3,2,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,2,19,1,4,3,4,2,1,3,1,US,1,neuroscience,,,,,,,,
3,3,3,3,3,1,3,1,4,4,4,3,3,4,3,3,4,3,4,4,5,4,1,4,4,4,4,2,4,2,3,2,1,1,2,1,1,1,1,3,1,3,2,1,1,3,1,1,7,204,674,4,3,3,5,6,5,6,3,3,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,2,3,3,2,21,2,2,5,4,1,1,3,1,CA,0,,,,,,,,,
1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,4,5,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,23,99,130,2,1,6,3,5,5,7,3,6,2,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,4,1,2,1,38,1,6,1,4,2,1,3,1,KR,0,Business,,,,,,,,
3,3,2,1,1,4,1,3,3,4,4,3,3,4,2,2,5,4,3,5,5,5,4,3,4,4,3,2,4,3,4,3,3,2,3,2,2,1,3,2,1,2,1,1,1,1,1,1,27,148,105,6,5,1,5,7,2,6,6,3,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,3,2,2,1,54,1,12,3,4,2,1,4,1,US,2,Liberal,Arts,,,,,,,
1,2,2,4,1,2,2,1,4,4,4,2,2,2,2,1,5,4,5,4,5,4,2,4,4,4,4,2,4,2,2,1,4,2,4,4,4,4,4,2,2,2,2,2,2,2,2,1,25,203,140,6,6,6,3,5,5,3,2,6,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,1,2,20,1,6,1,4,2,1,3,1,US,1,,,,,,,,,
4,1,1,2,2,2,2,1,5,2,1,3,2,1,1,1,4,3,4,4,5,5,2,2,3,5,4,3,5,5,5,5,3,3,5,4,5,4,2,5,3,3,3,4,3,3,2,1,16,4054,275,3,4,5,6,5,7,7,5,6,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,22,1,10,1,1,2,1,5,1,MY,1,Medicine,,,,,,,,
2,2,1,2,1,1,1,1,3,2,2,3,3,1,1,2,1,1,3,2,3,4,2,3,2,5,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,70,292,233,5,6,5,5,7,7,5,7,6,4,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,4,3,1,2,37,1,3,2,4,1,1,1,1,BR,1,Psychology,,,,,,,,
2,3,1,3,1,3,2,3,1,4,3,2,1,4,1,3,4,5,4,5,5,5,3,5,2,4,3,3,3,4,4,4,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,2,7,100,110,5,1,4,7,5,6,7,4,3,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,18,1,7,1,4,2,1,4,1,US,1,,,,,,,,,
5,4,4,3,1,3,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,3,2,1,2,1,4,4,1,4,4,4,4,4,4,2,1,5,5,5,5,5,5,5,5,2,172,114,3,2,7,3,6,7,6,1,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,19,1,3,0,5,2,1,3,2,SG,0,,,,,,,,,
4,3,2,2,2,3,2,2,3,4,4,3,4,4,4,4,4,4,4,5,5,4,2,4,4,4,5,4,5,5,5,5,4,3,4,3,4,4,4,3,4,3,4,4,5,5,4,4,22,188,183,6,6,7,5,6,5,6,5,4,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,2,1,2,20,1,10,2,1,2,1,3,2,MY,1,economics,,,,,,,,
3,1,1,2,2,2,2,2,3,5,5,2,5,2,5,2,1,2,2,1,2,5,5,1,3,2,3,5,5,5,2,4,1,2,1,3,2,2,0,2,2,2,2,2,2,2,1,2,17,130,175,7,5,3,1,5,1,6,5,5,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,2,1,16,1,7,1,3,2,1,3,1,US,1,,,,,,,,,
3,4,2,2,2,2,3,4,1,2,2,2,1,2,1,3,2,2,5,4,1,4,1,3,2,2,2,2,2,2,3,2,3,2,3,4,3,5,5,2,2,2,3,2,1,2,4,3,14,257,304,3,4,4,6,4,7,7,5,6,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,2,1,2,17,1,4,1,4,2,1,3,1,US,0,,,,,,,,,
1,3,2,1,1,3,1,1,4,4,3,1,3,3,1,3,1,2,4,5,5,5,5,4,1,2,5,2,5,2,3,1,1,2,4,2,3,3,3,3,1,2,1,3,1,1,1,1,31,352,206,6,5,4,7,7,2,6,5,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,3,1,2,1,31,1,7,1,4,2,1,3,1,US,2,Psychology,,,,,,,,
3,2,1,2,2,2,2,2,4,4,4,4,4,4,4,1,3,2,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,4,4,2,4,3,2,3,3,3,3,2,3,8,112,106,5,4,6,4,5,3,4,2,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,3,2,1,17,2,7,0,1,2,1,5,1,GU,1,,,,,,,,,
1,3,2,3,3,4,2,4,4,5,4,4,4,4,5,5,4,4,4,5,5,4,3,3,3,5,5,3,4,2,2,4,1,3,5,2,4,5,4,3,1,3,4,4,4,5,2,4,8,333,167,2,4,1,7,6,5,3,7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,3,2,1,16,1,1,3,4,2,1,3,1,US,2,,,,,,,,,
1,1,1,1,1,1,1,1,4,4,4,2,3,4,1,3,3,4,5,4,4,4,3,5,4,4,5,4,4,4,4,4,3,3,3,3,2,3,3,5,2,2,2,3,1,4,2,2,3,190,214,5,4,6,7,5,6,7,4,4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,22,1,4,1,1,2,1,3,1,PH,0,education,,,,,,,,
1,3,2,3,5,2,3,2,5,5,5,5,5,4,4,3,2,4,5,5,5,4,5,5,4,5,4,3,5,5,5,5,1,3,2,5,2,4,2,4,2,3,2,2,3,3,2,2,29,202,139,6,2,6,3,7,5,7,4,4,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,19,1,1,1,4,2,1,3,1,US,1,Nursing,,,,,,,,
4,2,2,4,1,3,4,1,4,3,3,3,3,4,3,2,1,1,1,2,2,2,2,1,4,5,3,1,3,3,4,2,1,2,3,1,3,1,2,2,2,3,2,4,3,2,2,3,9,347,125,2,7,4,5,7,7,5,5,3,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,22,2,8,1,1,2,1,3,1,MY,1,Psychology,,,,,,,,
5,1,5,3,5,3,3,3,4,3,4,5,5,3,3,3,1,3,4,4,4,3,1,3,3,1,3,3,3,2,2,3,1,1,5,4,5,3,2,1,4,5,5,3,3,3,5,4,8,316,261,6,4,4,2,6,3,5,4,7,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,2,17,1,10,2,5,2,1,5,1,MY,0,civil,engineering,,,,,,,
2,4,3,3,3,3,3,3,4,4,5,5,5,4,5,5,1,1,1,1,1,1,1,1,1,3,1,4,3,1,3,1,3,1,3,1,4,1,1,1,1,5,4,1,5,3,1,5,5,263,160,4,7,5,5,7,7,1,7,5,7,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,15,1,6,1,4,2,1,1,2,US,0,,,,,,,,,
4,2,1,2,2,2,2,2,4,5,4,4,4,5,4,5,2,4,4,4,5,4,4,4,4,5,5,2,5,5,5,4,4,2,2,3,2,1,2,5,2,2,2,1,4,2,2,3,4,265,105,4,5,5,5,6,2,5,6,3,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,2,0,2,1,18,1,2,2,4,2,1,4,1,US,0,Psychology,,,,,,,,
3,1,1,3,1,1,1,1,4,4,3,3,3,4,2,4,4,4,5,5,5,5,3,5,5,4,5,2,5,5,5,5,2,4,2,4,3,4,3,5,3,1,1,2,2,1,1,2,8,151,141,2,3,5,6,7,6,7,6,2,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,2,19,1,4,2,1,2,1,2,1,PH,1,Human,Ecology,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,5,5,5,1,1,5,5,1,1,1,1,1,5,1,1,1,1,5,5,5,1,5,7,177,128,7,7,7,5,7,1,7,1,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,1,2,23,1,10,0,1,2,1,10,1,MY,0,retail,,,,,,,,
